date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
7/1/2020,United States,51819,704,2693993,128312,307919,3629,530528,7715
7/2/2020,United States,56629,713,2750622,129025,324231,3805,558631,7739
7/3/2020,United States,51361,670,2801983,129695,329598,3846,578430,7780
7/4/2020,United States,45681,315,2847664,130010,333933,3658,591841,7536
7/5/2020,United States,50768,326,2898432,130336,343971,3666,617461,7545
7/6/2020,United States,43085,376,2941517,130712,345773,3657,628394,7514
7/7/2020,United States,60654,1162,3002171,131874,359997,4266,651973,7928
7/8/2020,United States,60119,825,3062290,132699,368297,4387,676216,8016
7/9/2020,United States,62496,1020,3124786,133719,374164,4694,698395,8499
7/10/2020,United States,68055,817,3192841,134536,390858,4841,720456,8687
7/11/2020,United States,60033,728,3252874,135264,405210,5254,739143,8912
7/12/2020,United States,58438,472,3311312,135736,412880,5400,756851,9066
7/13/2020,United States,58896,445,3370208,136181,428691,5469,774464,9126
7/14/2020,United States,68036,928,3438244,137109,436073,5235,796070,9501
7/15/2020,United States,68120,975,3506364,138084,444074,5385,812371,9772
7/16/2020,United States,75820,956,3582184,139040,457398,5321,831562,10015
7/17/2020,United States,72261,924,3654445,139964,461604,5428,852462,10269
7/18/2020,United States,62535,857,3716980,140821,464106,5557,869316,10811
7/19/2020,United States,60476,483,3777456,141304,466144,5568,879024,10968
7/20/2020,United States,62090,563,3839546,141867,469338,5686,898029,11155
7/21/2020,United States,64520,1091,3904066,142958,465822,5849,901895,11084
7/22/2020,United States,70564,1224,3974630,144182,468266,6098,912340,11483
7/23/2020,United States,68440,1070,4043070,145252,460886,6212,918284,11533
7/24/2020,United States,73323,1107,4116393,146359,461948,6395,923552,11823
7/25/2020,United States,64915,930,4181308,147289,464328,6468,928434,12025
7/26/2020,United States,54775,531,4236083,147820,458627,6516,924771,12084
7/27/2020,United States,56851,1126,4292934,148946,453388,7079,922726,12765
7/28/2020,United States,66457,1330,4359391,150276,455325,7318,921147,13167
7/29/2020,United States,71853,1414,4431244,151690,456614,7508,924880,13606
7/30/2020,United States,67457,1231,4498701,152921,455631,7669,916517,13881
7/31/2020,United States,68719,1237,4567420,154158,451027,7799,912975,14194
8/1/2020,United States,56184,1093,4623604,155251,442296,7962,906624,14430
8/2/2020,United States,45545,437,4669149,155688,433066,7868,891693,14384
8/3/2020,United States,45529,581,4714678,156269,421744,7323,875132,14402
8/4/2020,United States,58801,1282,4773479,157551,414088,7275,869413,14593
8/5/2020,United States,54457,1438,4827936,158989,396692,7299,853306,14807
8/6/2020,United States,59357,1244,4887293,160233,388592,7312,844223,14981
8/7/2020,United States,59297,1237,4946590,161470,379170,7312,830197,15111
8/8/2020,United States,54119,1078,5000709,162548,377105,7297,819401,15259
8/9/2020,United States,45754,524,5046463,163072,377314,7384,810380,15252
8/10/2020,United States,47624,635,5094087,163707,379409,7438,801153,14761
8/11/2020,United States,48001,1020,5142088,164727,368609,7176,782697,14451
8/12/2020,United States,56049,1499,5198137,166226,370201,7237,766893,14536
8/13/2020,United States,51314,1067,5249451,167293,362158,7060,750750,14372
8/14/2020,United States,65340,1337,5314791,168630,368201,7160,747371,14472
8/15/2020,United States,46921,1000,5361712,169630,361003,7082,738108,14379
8/16/2020,United States,39192,617,5400904,170247,354441,7175,731755,14559
8/17/2020,United States,36676,493,5437580,170740,343493,7033,722902,14471
8/18/2020,United States,45034,1226,5482614,171966,340526,7239,709135,14415
8/19/2020,United States,47359,1339,5529973,173305,331836,7079,702037,14316
8/20/2020,United States,44040,1103,5574013,174408,324562,7115,686720,14175
8/21/2020,United States,48829,1091,5622842,175499,308051,6869,676252,14029
8/22/2020,United States,43045,909,5665887,176408,304175,6778,665178,13860
8/23/2020,United States,34232,545,5700119,176953,299215,6706,653656,13881
8/24/2020,United States,36522,473,5736641,177426,299061,6686,642554,13719
8/25/2020,United States,40360,1236,5777001,178662,294387,6696,634913,13935
8/26/2020,United States,45166,1166,5822167,179828,292194,6523,624030,13602
8/27/2020,United States,45380,1116,5867547,180944,293534,6536,618096,13651
8/28/2020,United States,46848,977,5914395,181921,291553,6422,599604,13291
8/29/2020,United States,42731,902,5957126,182823,291239,6415,595414,13193
8/30/2020,United States,34381,454,5991507,183277,291388,6324,590603,13030
8/31/2020,United States,35388,542,6026895,183819,290254,6393,589315,13079
9/1/2020,United States,41864,1028,6068759,184847,291758,6185,586145,12881
9/2/2020,United States,41014,1079,6109773,185926,287606,6098,579800,12621
9/3/2020,United States,44210,1037,6153983,186963,286436,6019,579970,12555
9/4/2020,United States,50393,958,6204376,187921,289981,6000,581534,12422
9/5/2020,United States,43088,762,6247464,188683,290338,5860,581577,12275
9/6/2020,United States,31169,470,6278633,189153,287126,5876,578514,12200
9/7/2020,United States,23567,296,6302200,189449,275305,5630,565559,12023
9/8/2020,United States,27393,452,6329593,189901,260834,5054,552592,11239
9/9/2020,United States,34057,1160,6363650,191061,253877,5135,541483,11233
9/10/2020,United States,36073,916,6399723,191977,245740,5014,532176,11033
9/11/2020,United States,47778,1174,6447501,193151,243125,5230,533106,11230
9/12/2020,United States,41062,702,6488563,193853,241099,5170,531437,11030
9/13/2020,United States,34351,435,6522914,194288,244281,5135,531407,11011
9/14/2020,United States,34428,431,6557342,194719,255142,5270,530447,10900
9/15/2020,United States,39507,1200,6596849,195919,267256,6018,528090,11072
9/16/2020,United States,39018,956,6635867,196875,272217,5814,526094,10949
9/17/2020,United States,45137,861,6681004,197736,281281,5759,527021,10773
9/18/2020,United States,49284,896,6730288,198632,282787,5481,525912,10711
9/19/2020,United States,42159,732,6772447,199364,283884,5511,524983,10681
9/20/2020,United States,38415,265,6810862,199629,287948,5341,532229,10476
9/21/2020,United States,51972,427,6862834,200056,305492,5337,560634,10607
9/22/2020,United States,39862,1032,6902696,201088,305847,5169,573103,11187
9/23/2020,United States,39062,1056,6941758,202144,305891,5269,578108,11083
9/24/2020,United States,47111,898,6988869,203042,307865,5306,589146,11065
9/25/2020,United States,48282,944,7037151,203986,306863,5354,589650,10835
9/26/2020,United States,44652,768,7081803,204754,309356,5390,593240,10901
9/27/2020,United States,37508,315,7119311,205069,308449,5440,596397,10781
9/28/2020,United States,33235,358,7152546,205427,289712,5371,595204,10708
9/29/2020,United States,43448,834,7195994,206261,293298,5173,599145,10342
9/30/2020,United States,39434,958,7235428,207219,293670,5075,599561,10344
10/1/2020,United States,45653,873,7281081,208092,292212,5050,600077,10356
10/2/2020,United States,54962,860,7336043,208952,298892,4966,605755,10320
10/3/2020,United States,48535,684,7384578,209636,302775,4882,612131,10272
10/4/2020,United States,35715,381,7420293,210017,300982,4948,609431,10388
10/5/2020,United States,39449,480,7459742,210497,307196,5070,596908,10441
10/6/2020,United States,45256,686,7504998,211183,309004,4922,602302,10095
10/7/2020,United States,51062,927,7556060,212110,320632,4891,614302,9966
10/8/2020,United States,58593,989,7614653,213099,333572,5007,625784,10057
10/9/2020,United States,56381,968,7671034,214067,334991,5115,633883,10081
10/10/2020,United States,54918,658,7725952,214725,341374,5089,644149,9971
10/11/2020,United States,45941,471,7771893,215196,351600,5179,652582,10127
10/12/2020,United States,41842,394,7813735,215590,353993,5093,661189,10163
10/13/2020,United States,52248,796,7865983,216386,360985,5203,669989,10125
10/14/2020,United States,59765,990,7925748,217376,369688,5266,690320,10157
10/15/2020,United States,64888,849,7990636,218225,375983,5126,709555,10133
10/16/2020,United States,69146,937,8059782,219162,388748,5095,723739,10210
10/17/2020,United States,56736,762,8116518,219924,390566,5199,731940,10288
10/18/2020,United States,49340,493,8165858,220417,393965,5221,745565,10400
10/19/2020,United States,67752,479,8233610,220896,419875,5306,773868,10399
10/20/2020,United States,61971,924,8295581,221820,429598,5434,790583,10637
10/21/2020,United States,63283,1122,8358864,222942,433116,5566,802804,10832
10/22/2020,United States,76300,914,8435164,223856,444528,5631,820511,10757
10/23/2020,United States,81949,967,8517113,224823,457331,5661,846079,10756
10/24/2020,United States,82729,951,8599842,225774,483324,5850,873890,11049
10/25/2020,United States,62140,462,8661982,226236,496124,5819,890089,11040
10/26/2020,United States,67403,533,8729385,226769,495775,5873,915650,11179
10/27/2020,United States,76843,973,8806228,227742,510647,5922,940245,11356
10/28/2020,United States,79404,1035,8885632,228777,526768,5835,959884,11401
10/29/2020,United States,91052,1004,8976684,229781,541520,5925,986048,11556
10/30/2020,United States,99240,1061,9075924,230842,558811,6019,1016142,11680
10/31/2020,United States,89695,910,9165619,231752,565777,5978,1049101,11828
11/1/2020,United States,104848,496,9270467,232248,608485,6012,1104609,11831
11/2/2020,United States,85308,573,9355775,232821,626390,6052,1122165,11925
11/3/2020,United States,127116,1578,9482891,234399,676663,6657,1187310,12579
11/4/2020,United States,104608,1115,9587499,235514,701867,6737,1228635,12572
11/5/2020,United States,129354,1156,9716853,236670,740169,6889,1281689,12814
11/6/2020,United States,128005,1239,9844858,237909,768934,7067,1327745,13086
11/7/2020,United States,127450,1081,9972308,238990,806689,7238,1372466,13216
11/8/2020,United States,115072,572,10087380,239562,816913,7314,1425398,13326
11/9/2020,United States,120573,779,10207953,240341,852178,7520,1478568,13572
11/10/2020,United States,140496,1418,10348449,241759,865558,7360,1542221,14017
11/11/2020,United States,146626,1436,10495075,243195,907576,7681,1609443,14418
11/12/2020,United States,164839,1204,10659914,244399,943061,7729,1683230,14618
11/13/2020,United States,180389,1200,10840303,245599,995445,7690,1764379,14757
11/14/2020,United States,167761,1347,11008064,246946,1035756,7956,1842445,15194
11/15/2020,United States,136224,777,11144288,247723,1056908,8161,1873821,15475
11/16/2020,United States,162945,829,11307233,248552,1099280,8211,1951458,15731
11/17/2020,United States,163922,1721,11471155,250273,1122706,8514,1988264,15874
11/18/2020,United States,173177,1919,11644332,252192,1149257,8997,2056833,16678
11/19/2020,United States,191548,2053,11835880,254245,1175966,9846,2119027,17575
11/20/2020,United States,198297,1957,12034177,256202,1193874,10603,2189319,18293
11/21/2020,United States,179274,1619,12213451,257821,1205387,10875,2241143,18831
11/22/2020,United States,146784,1033,12360235,258854,1215947,11131,2272855,19292
11/23/2020,United States,174449,1101,12534684,259955,1227451,11403,2326731,19614
11/24/2020,United States,175514,2129,12710198,262084,1239043,11811,2361749,20325
11/25/2020,United States,183287,2263,12893485,264347,1249153,12155,2398410,21152
11/26/2020,United States,112322,1385,13005807,265732,1169927,11487,2345893,21333
11/27/2020,United States,208188,1549,13213995,267281,1179818,11079,2373692,21682
11/28/2020,United States,155533,1361,13369528,268642,1156077,10821,2361464,21696
11/29/2020,United States,140234,1036,13509762,269678,1149527,10824,2365474,21955
11/30/2020,United States,160570,1347,13670332,271025,1135648,11070,2363099,22473
12/1/2020,United States,188219,2547,13858551,273572,1148353,11488,2387396,23299
12/2/2020,United States,202557,2816,14061108,276388,1167623,12041,2416776,24196
12/3/2020,United States,223613,2956,14284721,279344,1278914,13612,2448841,25099
12/4/2020,United States,232785,2699,14517506,282043,1303511,14762,2483329,25841
12/5/2020,United States,215542,2355,14733048,284398,1363520,15756,2519597,26577
12/6/2020,United States,181012,1346,14914060,285744,1404298,16066,2553825,26890
12/7/2020,United States,194858,1606,15108918,287350,1438586,16325,2574234,27395
12/8/2020,United States,224492,2621,15333410,289971,1474859,16399,2623212,27887
12/9/2020,United States,222539,3183,15555949,293154,1494841,16766,2662464,28807
12/10/2020,United States,231515,2996,15787464,296150,1502743,16806,2781657,30418
12/11/2020,United States,239977,3418,16027441,299568,1509935,17525,2813446,32287
12/12/2020,United States,217585,2463,16245026,302031,1511978,17633,2875498,33389
12/13/2020,United States,187703,1628,16432729,303659,1518669,17915,2922967,33981
12/14/2020,United States,194821,1652,16627550,305311,1518632,17961,2957218,34286
12/15/2020,United States,209006,3119,16836556,308430,1503146,18459,2978005,34858
12/16/2020,United States,246700,3665,17083256,312095,1527307,18941,3022148,35707
12/17/2020,United States,239725,3502,17322981,315597,1535517,19447,3038260,36253
12/18/2020,United States,251969,2968,17574950,318565,1547509,18997,3057444,36522
12/19/2020,United States,191906,2656,17766856,321221,1521830,19190,3033808,36823
12/20/2020,United States,187819,1715,17954675,322936,1521946,19277,3040615,37192
12/21/2020,United States,199049,1921,18153724,324857,1526174,19546,3044806,37507
12/22/2020,United States,198011,3399,18351735,328256,1515179,19826,3018325,38285
12/23/2020,United States,229618,3421,18581353,331677,1498097,19582,3025404,38523
12/24/2020,United States,194204,2909,18775557,334586,1452576,18989,2988093,38436
12/25/2020,United States,97646,1428,18873203,336014,1298253,17449,2845762,36446
12/26/2020,United States,226288,1886,19099491,337900,1332635,16679,2854465,35869
12/27/2020,United States,155635,1429,19255126,339329,1300451,16393,2822397,35670
12/28/2020,United States,174634,2004,19429760,341333,1276036,16476,2802210,36022
12/29/2020,United States,200252,3633,19630012,344966,1278277,16710,2793456,36536
12/30/2020,United States,233684,3733,19863696,348699,1282343,17022,2780440,36604
12/31/2020,United States,235667,3481,20099363,352180,1323806,17594,2776382,36583
