date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
1/1/2021,Africa,27708,658,2788167,66126,163509,4171,318520,7816
1/2/2021,Africa,22919,515,2811086,66641,165047,4267,320179,7882
1/3/2021,Africa,21990,605,2833076,67246,168362,4440,323743,8147
1/4/2021,Africa,21792,685,2854868,67931,174943,4580,328754,8403
1/5/2021,Africa,26847,820,2881715,68751,181662,4683,335615,8694
1/6/2021,Africa,35792,1110,2917507,69861,186837,5092,345678,8984
1/7/2021,Africa,35402,689,2952909,70550,192450,5082,354036,9119
1/8/2021,Africa,36473,910,2989382,71460,201215,5334,364724,9505
1/9/2021,Africa,35099,657,3024481,72117,213395,5476,378442,9743
1/10/2021,Africa,31607,594,3056088,72711,223012,5465,391374,9905
1/11/2021,Africa,28033,681,3084121,73392,229253,5461,404196,10041
1/12/2021,Africa,26128,1076,3110249,74468,228534,5717,410196,10400
1/13/2021,Africa,33997,1220,3144246,75688,226739,5827,413576,10919
1/14/2021,Africa,34228,1053,3178474,76741,225565,6191,418015,11273
1/15/2021,Africa,31575,905,3210049,77646,220667,6186,421882,11520
1/16/2021,Africa,27568,663,3237617,78309,213136,6192,426531,11668
1/17/2021,Africa,26569,598,3264186,78907,208098,6196,431110,11661
1/18/2021,Africa,22476,725,3286662,79632,202541,6240,431794,11701
1/19/2021,Africa,23410,1202,3310072,80834,199823,6366,428357,12083
1/20/2021,Africa,28337,922,3338409,81756,194163,6068,420902,11895
1/21/2021,Africa,27865,1025,3366274,82781,187800,6040,413365,12231
1/22/2021,Africa,26179,974,3392453,83755,182404,6109,403071,12295
1/23/2021,Africa,27308,782,3419761,84537,182144,6228,395280,12420
1/24/2021,Africa,20120,647,3439881,85184,175695,6277,383793,12473
1/25/2021,Africa,16695,771,3456576,85955,169914,6323,372455,12563
1/26/2021,Africa,18598,983,3475174,86938,165102,6104,364925,12470
1/27/2021,Africa,20827,1051,3496001,87989,157592,6233,351755,12301
1/28/2021,Africa,20780,996,3516781,88985,150507,6204,338307,12244
1/29/2021,Africa,19222,846,3536003,89831,143550,6076,325954,12185
1/30/2021,Africa,17862,615,3553865,90446,134104,5909,316248,12137
1/31/2021,Africa,15752,525,3569617,90971,129736,5787,305431,12064
2/1/2021,Africa,12711,509,3582328,91480,125752,5525,295666,11848
2/2/2021,Africa,14821,884,3597149,92364,121975,5426,287077,11530
2/3/2021,Africa,15462,709,3612611,93073,116610,5084,274202,11317
2/4/2021,Africa,16474,567,3629085,93640,112304,4655,262811,10859
2/5/2021,Africa,15907,547,3644992,94187,108989,4356,252539,10432
2/6/2021,Africa,13545,548,3658537,94735,104672,4289,238776,10198
2/7/2021,Africa,11724,357,3670261,95092,100644,4121,230380,9908
2/8/2021,Africa,11413,443,3681674,95535,99346,4055,225098,9580
2/9/2021,Africa,11351,699,3693025,96234,95876,3870,217851,9296
2/10/2021,Africa,13118,536,3706143,96770,93532,3697,210142,8781
2/11/2021,Africa,11870,495,3718013,97265,88928,3625,201232,8280
2/12/2021,Africa,13922,565,3731935,97830,86943,3643,195932,7999
2/13/2021,Africa,10914,352,3742849,98182,84312,3447,188984,7736
2/14/2021,Africa,10325,293,3753174,98475,82913,3383,183557,7504
2/15/2021,Africa,9893,471,3763067,98946,81393,3411,180739,7466
2/16/2021,Africa,10027,466,3773094,99412,80069,3178,175945,7048
2/17/2021,Africa,12317,402,3785411,99814,79268,3044,172800,6741
2/18/2021,Africa,13893,511,3799304,100325,81291,3060,170219,6685
2/19/2021,Africa,11019,384,3810323,100709,78388,2879,165331,6522
2/20/2021,Africa,9559,290,3819882,100999,77033,2817,161345,6264
2/21/2021,Africa,9520,337,3829402,101336,76228,2861,159141,6244
2/22/2021,Africa,9017,336,3838419,101672,75352,2726,156745,6137
2/23/2021,Africa,7740,470,3846159,102142,73065,2730,153134,5908
2/24/2021,Africa,10529,326,3856688,102468,71277,2654,150545,5698
2/25/2021,Africa,12271,357,3868959,102825,69655,2500,150946,5560
2/26/2021,Africa,11103,317,3880062,103142,69739,2433,148127,5312
2/27/2021,Africa,7831,339,3887893,103481,68011,2482,145044,5299
2/28/2021,Africa,9414,225,3897307,103706,67905,2370,144133,5231
3/1/2021,Africa,8833,315,3906140,104021,67721,2349,143073,5075
3/2/2021,Africa,7708,363,3913848,104384,67689,2242,140754,4972
3/3/2021,Africa,10908,278,3924756,104662,68068,2194,139345,4848
3/4/2021,Africa,12382,331,3937138,104993,68179,2168,137834,4668
3/5/2021,Africa,8569,227,3945707,105220,65645,2078,135384,4511
3/6/2021,Africa,9953,263,3955660,105483,67767,2002,135778,4484
3/7/2021,Africa,8395,230,3964055,105713,66748,2007,134653,4377
3/8/2021,Africa,9277,379,3973332,106092,67192,2071,134913,4420
3/9/2021,Africa,7829,289,3981161,106381,67313,1997,135002,4239
3/10/2021,Africa,10421,301,3991582,106682,66826,2020,134894,4214
3/11/2021,Africa,15331,324,4006913,107006,69775,2013,137954,4181
3/12/2021,Africa,9824,227,4016737,107233,71030,2013,136675,4091
3/13/2021,Africa,10309,294,4027046,107527,71386,2044,139153,4046
3/14/2021,Africa,8662,251,4035708,107778,71653,2065,138401,4072
3/15/2021,Africa,8412,309,4044120,108087,70788,1995,137980,4066
3/16/2021,Africa,8983,307,4053103,108394,71942,2013,139255,4010
3/17/2021,Africa,11121,277,4064224,108671,72642,1989,139468,4009
3/18/2021,Africa,11332,261,4075556,108932,68643,1926,138418,3939
3/19/2021,Africa,12661,545,4088217,109477,71480,2244,142510,4257
3/20/2021,Africa,9204,197,4097421,109674,70375,2147,141761,4191
3/21/2021,Africa,9094,229,4106515,109903,70807,2125,142460,4190
3/22/2021,Africa,9587,260,4116102,110163,71982,2076,142770,4071
3/23/2021,Africa,8586,322,4124688,110485,71585,2091,143527,4104
3/24/2021,Africa,10895,322,4135583,110807,71359,2136,144001,4125
